!	EXCLANATIONCATEGORY
=	FW
=--	FW
=--x	FW
=-1	Neu
=1	Neu
=2	Neu
=21	Neu
=96	Neu
=C_em	FW
=sum_mu	FW
=sum_munabla_mu	FW
>	FW
>>	FW
?	FW
?	QUESTIONCATEGORY
??	FW
???	FW
?A	FW
?g	FW
?{	FW
?~	FW
?他	Nh
?來	D
?依據	P
?僳	FW
?嗒然	VH
?我	Nh
?潰瘍	VH
?為	P
?謝秋雰	Nb
?適當	VH
?	FW
?{6000}{6000}	
?％	FW
?１０:７	Neu
?１８:１２	Neu
?３＼	FW
?５	FW
?＠	FW
?Ｂ	FW
?ＤＭＳ	FW
?Ｉ	FW
?ＭＢ	FW
@live	FW
A	FW
A	FW
A	Na
A&T	FW
A-->B	FW
A-MARO	FW
A-SOS	FW
A1	Neu
A2	Neu
AA	FW
AA+	FW
AA-	FW
AB	FW
ABB	FW
ABC	Na
ABI	FW
ABLS	FW
ABS	FW
AC	FW
AC-	FW
AC-１３０	Nb
ACE	FW
ACE/ASE	FW
ACER	Nb
ACN	FW
ACN/ALN	FW
ACT	FW
ACTIVA	FW
AD	FW
AD	Nd
ADALINE	FW
ADI	FW
ADI-PEG	FW
ADR	FW
AEC	FW
AEN	FW
AFPD	FW
AFTA	FW
AGENCIES	FW
AGP	FW
AI	FW
AIDS	FW
AIT	FW
AK	FW
ALEGRIAS	FW
ALFONSO	FW
ALH８４００１	Nb
ALL	FW
ALL	Neqa
ALN	FW
ALONSO	FW
ALT	FW
ALTERA	FW
AMC	FW
AMD	Nb
AMG	FW
AN	FW
AN-24	FW
ANALD-9	FW
ANALR-76	FW
ANALR-81	FW
ANAN	FW
AND	FW
ANFIS	FW
ANFIS	FW
ANGOR	FW
AOL	FW
APEC	FW
APEC	Na
API	FW
APPAF	FW
APSARA	FW
AQ	FW
ARASHI	Nb
ARBA	FW
ARCHITECTUR	FW
ARKane	FW
ARMANI	Nb
ARPU	FW
ART	FW
ARTE	FW
AS	FW
ASAMI	Nb
ASC	FW
ASCII	FW
ASE	FW
ASEAN	FW
ASIC	FW
ASN	FW
ASOS	FW
ASTON	FW
AT&T	FW
AT0	FW
ATF-５５５	Nb
ATH﹒KOLOVINAS	Nb
ATO	FW
ATOS	FW
ATP	FW
ATS	FW
AT＆T	Nb
AUGUSTSILK	FW
AUSECATEGORY
AV	FW
AVE	FW
AWAY／	FW
AWI	FW
AWard	FW
AYRUA	FW
Abercrom-bie&Fitch	FW
Abin	FW
Ac-tiva	FW
Accept	FW
Accords	FW
Acer	Nb
Acetaminophen	FW
Acoustic	FW
Act	FW
Action	FW
Activa	FW
ActivaW６	FW
Activation	FW
Active	FW
Activision	FW
Adagio	FW
Adams	FW
Adaptive	FW
Adaptivecritic	FW
AddBack	FW
Adenovirus	FW
Adjective	FW
Adlai	FW
Admission	Na
Adobe	FW
AdobeSystems	FW
Adorno	FW
Adriano	FW
Advantest	FW
Adventures	FW
Aeolus	FW
Again	FW
Agarwal	FW
Age	FW
Ageing	FW
Agents	FW
Agnes	FW
Ague	FW
Aguzzi	FW
Ahronheim	FW
Ai	FW
Air	FW
Airbus	FW
Airflite	FW
Airway	FW
Al-ways	FW
Alain	Nb
Alan	FW
Alber	FW
Alberta	FW
Alberti	FW
Alberto	FW
Alcohol	FW
Alex	FW
Alfred	FW
Algebraic	FW
Algorithms	FW
AliRodriguez	FW
Alits	FW
All	FW
Allan	FW
Allegro	FW
Allen	FW
Allergan	FW
Allopurinol	FW
Alone	FW
Altera	FW
Althusser	FW
Althusserianism	FW
Altis	FW
Always	FW
Alzheimer’s	FW
Amadatine	FW
Amalthea	FW
Ambient	FW
Ambiguitity	FW
Amelia	FW
America	FW
American	FW
Ami	FW
Aminoglocide	FW
Amir	FW
Amkor	FW
Amused	FW
Amy	FW
An	FW
Anaconda	FW
Analytical	FW
Ancestral	FW
Ancient	FW
And	FW
Anderas	FW
Anderson	FW
Andrew	FW
Angel	FW
Angeles	FW
Angkor	FW
Angle	FW
Animal	FW
Animals	FW
Ankersmit	FW
Anne	FW
Ansel	FW
Antena	FW
AntennaSwitch	FW
AntoineCleSaint-Exupery	FW
Anton	FW
Antons	FW
Anya	FW
AnyaHindmarch	FW
Anything	FW
Apoe	FW
AppleⅡ	FW
Approximatereasoning-based	FW
Approximation	FW
Aqua	FW
AquaSystem	FW
Arada	Nb
Arahan	FW
Archeotaenioglossa	FW
Archer	FW
Archetypes	FW
Architecture	FW
Are	FW
Arensky	FW
Argos	FW
Aristotle	FW
Arman	FW
Armani	FW
Armstrong	FW
Arnold	FW
Arouet	FW
Around	FW
Arpels	FW
ArrowElectronics	FW
Ars	FW
Art	FW
Arthur	FW
Artificial	FW
Asaph	FW
Ascension	FW
Ash	FW
AshRa	FW
Asian	FW
Asmis-ace	FW
Asparagine	FW
Aspheric	FW
Aspirin	Na
Assessment	FW
Associate	FW
Associative	FW
Associativememory	FW
Athlon	FW
Atocha	FW
Atropine	FW
Attitude	FW
Audi	FW
Audi	FW
Audiovox	FW
Audition	Nb
Auditory	FW
Audre	FW
Auntie	FW
Australlian	FW
Autodesk	FW
Autumn	FW
Auvers	FW
Avant-dernieres	FW
Avant-garde	FW
Avicennia	FW
Awards	FW
A區	Nc
A型	Na
A柱	Na
A檔	Na
A片	Na
A片	VH
A級	Na
A裙	Na
A﹒B﹒Pippard	Nb
A﹒Carr	Nb
A﹒D	FW
A﹒Elitzer	Nb
A﹒FIAP	FW
A﹒J﹒Cronin	FW
A﹒Laurent	Nb
A﹒Peres	Nb
A﹒RPS	FW
A﹒S﹒Couper	Nb
A﹒Zeilinger	Nb
A﹒Zeillinger	Nb
A﹢	FW
A＆D	FW
A１１館	Nc
A３	FW
A３３０	Nb
A３３０型	Na
A３４０	Nb
A３４０型	Na
A４	Na
B	FW
B	FW
B-2	FW
B-one	FW
B/B	FW
B1	Neu
B2	Neu
B2B	FW
B2C	FW
B747-200	FW
B=H	FW
BA/BE	FW
BABIES	FW
BAILAOR	FW
BAILAORA	FW
BAILE	FW
BAND	FW
BANDAI	FW
BANTEAY	FW
BAR	FW
BASF	Nb
BBDO	FW
BBQ	Na
BBS	FW
BBS站	Nc
BC	FW
BCD板	Na
BCE	FW
BDNF	FW
BEAN	FW
BEAR	FW
BED	FW
BEERS	FW
BENETTON	Nb
BENQ	FW
BENZ	FW
BETS	FW
BGA	FW
BI	FW
BIG	FW
BIZET	FW
BJ	FW
BJ迷	Na
BJ．阿姆斯壯	Nb
BLANMIU	FW
BLUE	Nb
BLUMARINE	FW
BMI	FW
BMI≧	FW
BMW	Nb
BODAS	FW
BOLERA	FW
BOLERO	FW
BOMB	FW
BORROW	FW
BOT	FW
BOUCHERON	FW
BOXES	FW
BOYS	FW
BOYZ	FW
BP	Nb
BRACELET	FW
BRCA１	Nb
BRCA２	Nb
BREEAM	FW
BRETON	FW
BSE	FW
BUGATTI	FW
BURGOS	FW
BVLGARI	FW
BY	FW
BYE	FW
BaBy	FW
Baby	FW
Baccarat	FW
Backpropogation	FW
Bad	FW
Bag	FW
Bahram	FW
Bahu	FW
Bahusruta	FW
Balenciaga	FW
Ballet	FW
Balun	FW
Banana	FW
Bang-bangcontrol	FW
Banhof	FW
Bann	FW
Bao	FW
Bar	FW
Bark	FW
Barnard	FW
Baronet	FW
Barry	FW
Barto	FW
Bartok	FW
Barton	FW
Bartonella	FW
Baseball	FW
Bassa	FW
Battista	FW
Bauer	FW
Bayerischer	FW
Bayon	FW
Be	FW
Beach	FW
Bear	FW
Beat	FW
Beautiful	FW
Beauty	FW
Bed	FW
Bee	FW
Bekhradnia	FW
Bell	FW
Bell--	FW
Bell--Jingle	FW
Bellamy	FW
Belle	FW
Belong	FW
Belt	FW
Ben-David	FW
BenQ	Nb
Benedict	FW
Benjamin	FW
Benno	FW
Benz	FW
Benzbromarone	FW
Berces	FW
Berenji	FW
Beringue	FW
Berkeley	FW
Berlage	FW
Berlin	FW
Berlingo	FW
Bernard	FW
Bernardin	FW
Bertens	FW
Bertigue	FW
Bessen	FW
Beta	FW
BettyFriedan	FW
Beyond	FW
Bianchi	FW
Biermann	FW
Big	FW
Bill	FW
Billie	FW
BinaryCoding	FW
Bingley	FW
Bioscience	FW
Bit	FW
Bites	FW
Black	FW
Black-faced	FW
Blandford	FW
Blige	FW
Bloch	FW
Blood	FW
Bloody	FW
Bloom	FW
Blow	FW
Blue	A
Blue	FW
Bob	FW
Body	FW
Boerhaave	FW
Bohr	FW
Boltzmann	FW
Bon	FW
Bonjour	FW
Borbon	FW
Bordelon	FW
Boreh	FW
Borgeat	FW
Borgens	FW
Borges	FW
Bossa	FW
Botox	FW
Bottini	FW
Bouley	FW
Bourbon	FW
Bourdelle	FW
Bow	FW
Bowl	FW
Bowman	FW
Box	FW
Boy	Na
Boyfriend	FW
Boyle	FW
Brahman	FW
Bramante	FW
Brandt	FW
Brans-Dicke	FW
Braque	FW
Braudel	FW
Break	FW
Breakfast	FW
Breathing	FW
Bremen	FW
Bresson	FW
Brian	FW
BrianEno	FW
Bridget	FW
BridgetJones’sDiary	FW
Brief	FW
Briggs	FW
Britain	FW
British	FW
Broken	FW
Brookdale	FW
Broth	FW
Brotons	FW
Brown	FW
Browne	FW
Bruce	FW
Brunelleschi	FW
Brusiner	FW
Buchsmembrane	FW
Buci-Glucksmann	FW
Buelow	FW
Bugatti	FW
Building	FW
Buildings	FW
Bukit	FW
Bulunga	FW
Buonarroti	FW
Burberry	FW
Burckhardt	FW
Burke	FW
Burns	FW
Burroughs	FW
Burst	FW
Bus	FW
Business	FW
Byron	FW
Bytes	FW
B型	Na
B型	Na
B柱	Na
B檔	Na
B段班	Na
B級	Na
B組	Na
B組[+p1][+p1][+p1]{8000}[+p1]	
B群	Na
B股	Na
B﹒C﹒	FW
B﹒Julesz	FW
B﹒Misra	Nb
B﹒W﹒Bowen	Nb
B１	Nc
B１２	Na
B１５	Nb
B１７	Nb
B２	Na
B２K	Nb
B５	A
B６	Na
C	FW
C	FW
C-Airdream	FW
C-Class	Nb
C-MAX	FW
C-MOS	FW
C.Jencks	Nb
C/	FW
C180	Nb
C200	Nb
C230	Nb
C3	FW
CA	FW
CAA	Nb
CADAMAESTRILLO	FW
CAGD	FW
CALDERON	FW
CALL	FW
CALL	VC
CALVIN	FW
CAMERINO	FW
CANA	FW
CANTAOR	FW
CANTAORA	FW
CANTE	FW
CANTWO	FW
CAR	Na
CARMEN	FW
CARSPA	FW
CASINO	FW
CATAFALM	FW
CATCHER	Na
CATEGORY
CBM	FW
CBM	Na
CBMP	FW
CBR	FW
CBS	FW
CC	Nf
CD	FW
CD	Na
CD	Na
CD-R	FW
CD-ROM	FW
CD-RW	FW
CDC	FW
CDMA	FW
CDMA2000	FW
CD櫃	Na
CD－R	FW
CE	FW
CEA	FW
CEO	FW
CF	FW
CGI	Na
CH	FW
CHAMPI-ONSHIP	FW
CHANEL	FW
CHARA	Nb
CHARM	FW
CHEERS	FW
CHI-NA	FW
CHIC	FW
CHINESE	FW
CHITA	FW
CHU	FW
CHU★LIP	FW
CI641	FW
CIA	FW
CINOCENTIMES	FW
CIR	FW
CIS	FW
CITROEN	FW
CITY	FW
CJD	FW
CLAIRE	FW
CLASICO	FW
CLASS	FW
CLK-Class	FW
CLK-GTR	FW
CLK２４０	Nb
CLOROX	FW
CLOSED	FW
CLOUD	FW
CLUB	FW
CLee	FW
CNBC	Nc
CNN	FW
CO	Na
COCA	Nb
COFFEE	FW
COMMITTEE	FW
COMPAQ	Nb
COMPOSITION	FW
CONDUMEX	FW
CONE	FW
CORSA	FW
COUNTRY	FW
COVERMARK	FW
COX-	FW
COZZI	FW
CO２	Na
CO２	Na
CPI	FW
CPR	FW
CPU	Na
CQ	FW
CR-V	FW
CREB	FW
CRIMEN	FW
CR０	Nb
CS	FW
CSETS	FW
CSFB	FW
CSI	FW
CSIS	FW
CTCareer	FW
CTV	FW
CUBE	FW
CUT	FW
CX４６０	Neu
C_em	FW
C_gw	FW
C_gw<C_em	FW
C_gw=C_em	FW
C_gw>	FW
CabaretVoltaire	FW
Cabriolet	FW
Cadorna	FW
Caffe	FW
Cahn	FW
Cal	FW
Caleb	FW
California	FW
Call	FW
Call-In	FW
Call-in	FW
Callosum	FW
Calotype	FW
Calvin	FW
CalvinKlein	FW
Camille	Nb
Camp	FW
Campbell	FW
Campbell	Nb
Camry	FW
Camry	Nb
Can	FW
Canali	FW
Canals	FW
Cancer	FW
Candida	FW
Canon	
Canon	Nb
Capa	Nb
Capital	FW
Cappuccino	FW
Capsanthin	FW
Car	Na
Caravan	FW
Card	FW
Carducci	FW
Care	FW
Carens	FW
Carl	FW
Carlo	FW
Carlos	FW
Carnival	FW
Carol	FW
CaroleJ	Nb
Carrera	FW
Carson	FW
Cartesianism	FW
Cartier	FW
Cartoon	FW
Case-westernReserve	FW
Cassiby	FW
Cassou	FW
Cat	FW
Catcher	FW
Caughey	FW
Cavalleri	FW
Cavalli	FW
Cavendish	FW
Cbb	Neu
Cebit	FW
Cefazoline	FW
Cefiro	Nb
Cel	FW
Celeron	FW
Celeron-T	FW
Cell	FW
Center	FW
Centrino	FW
Century	FW
Cephradine	FW
Cerenkov	FW
Cesar	FW
Chabot	FW
Chainsaw	FW
Chair	FW
Challenge	FW
Challenger	Nb
Chalorlt	FW
Champs	FW
Chanel	FW
Change	FW
Channel	FW
Chapman	FW
Chara	Nb
Charles	Nb
Charlotte	FW
Chartier	FW
Chase	FW
Chata	FW
Chateau	FW
Cheek	FW
Cheese	FW
Chelonia	FW
Chemical	FW
Chen	Nb
Cheng	FW
Cheng	Nb
CheninBlanc	FW
Cheyne	FW
Chiasma	FW
Chicago	FW
ChicagoReaders	FW
Chinaman	FW
Ching	FW
Chipset	FW
Chisato	FW
Choe	FW
Choi	FW
Choice	FW
Choose	FW
Christian	FW
ChristianLacroix	FW
Christine	FW
Christmas	FW
Christophe	FW
Chryse	FW
Chrysler	FW
Chu	FW
Cindy	FW
Cindy	Nb
Cinemax	Nb
Cipla	FW
Cipla	Nb
Ciproxin	FW
Circulation	FW
Citarella	FW
City	FW
Civilization	FW
Civilizing	FW
Claire	FW
Claire-Voie	FW
Clara	FW
Clara	Nb
Clare	FW
Class	FW
Classification	FW
Claude	FW
Claudia	Nb
Clean	FW
Cleef	FW
Clerodendron	FW
Clidat	FW
Cliff	Nb
Clifford	FW
Clive	FW
Clone	FW
CloneCD	FW
Close	FW
Closer	FW
Cloud	FW
Club	FW
ClubMed	FW
Cluster	FW
Cnet	FW
Co.Ltd.	FW
Coach	FW
Cocteau	FW
Coding	FW
Cohn-Bendit	FW
Cold	FW
Coleman	FW
Colladon	FW
Collective	FW
College	FW
Colletti	FW
Collingwood	FW
Coma	FW
Combo	FW
Comet	FW
Communication	FW
Company	FW
Computer	FW
Con-trol	FW
Connection	FW
Consciousness	FW
Constructivism	FW
Contact	FW
Contra	FW
Converse	FW
Converse	Nb
Cooper	FW
Coordinated	FW
Corel	FW
Corona	FW
Corpus	FW
Corticosterone	FW
Cortosol	FW
Cortot	FW
Cosmonaut	FW
Costanza	FW
Costfunction	FW
Coulanges	FW
Coumarin	FW
Counter	FW
Coupe	FW
Cover	FW
Cowboy	FW
Cox	Nb
Crab	FW
Craig	FW
Crazy	FW
Creutzfeldt-Jacob	FW
Creutzfeldt-Jakob	FW
Crisp	FW
Crossen	FW
Crossing	FW
Crossover	FW
Crossoverpoint	FW
Csards	FW
Cubato	FW
Cube	FW
Cultural	FW
Culture	FW
Cultures	FW
Cunda	FW
Cup	FW
Curious	FW
Custo	FW
Cutting	FW
Cyclohexyl	FW
Cyclophoridae	FW
Czerny	FW
C區	Nc
C型	Na
C柱	Na
C柱	Na
C級	Na
C﹒C	Nf
C﹒K﹒Yang	Nb
C１００	Nb
C１２	Na
C１２-C２８	Na
C１２S	Nb
C１６	Na
C１６:０	Na
C１８	Na
C１８:１	Na
C１８:２	Na
C１８:３	Na
C１８０K	Nb
C２０:４	Na
C２４０	Nb
C２７１型	Na
C３２	Nb
C７０	Nb
D	FW
D/A	FW
D/P	FW
DAN	FW
DANZA	FW
DAY	FW
DB７	Nb
DD	FW
DDOS	FW
DDR	FW
DE	FW
DEA	FW
DEARAGON	FW
DEL	FW
DELL	FW
DEMO	FW
DESC	FW
DHEAS	FW
DI	FW
DIAMONDS	FW
DIAP	FW
DICTIONARY	FW
DIESEL	Nb
DIO	FW
DISCOVERY	FW
DISNEY	FW
DIY	FW
DJ	Na
DJ圈	Nc
DM	FW
DMC	FW
DN-８６８６	Nb
DNA	Na
DNAreplication	FW
DOA	FW
DOLCE	FW
DOLORES	FW
DOOR	FW
DOWN	FW
DPOAE	FW
DR	Na
DRAM	FW
DRAM股	Na
DSC-F７０７	Nb
DSP	FW
DSS	FW
DSTC	FW
DUSKIN	FW
DV	Na
DVD	FW
DVD	Na
DVD-R	FW
DVD-ROM	FW
DVI	FW
DWall	FW
DX～	FW
Dagurre	FW
Daley	FW
Dance	FW
Daniel	FW
Danny	Nb
Dannythe	FW
Daring	FW
Darmouth	FW
Darnton	FW
Darwin	FW
Das	FW
Data	FW
Date	FW
Daucus	FW
Daum	Nb
David	FW
Davis	FW
Day	FW
Day	Na
DayAt	FW
Dazzle	FW
De	FW
De	Nb
DeCSS	FW
DeFrancis	FW
DeHoge	FW
DeSilva	FW
Dear	FW
Death	FW
December	FW
Decoding	FW
Defuzzifcation	FW
Degatto	FW
Deimos	FW
Delacroix	FW
Dell	FW
Delle	FW
Dennett	Nb
Dennis	FW
Depakine	FW
Department	FW
Derby	FW
Derrida	FW
Descartes	FW
Description	FW
Desktop	Na
Despont	FW
Devadatta	FW
Developement	FW
Developers	FW
Deway	FW
Dfa
Di	FW
Diamond	FW
Diane	FW
Diary	FW
Dickinson	FW
Dictionary	FW
Differ-ence	FW
Difference	FW
Digital	FW
Dike	FW
Dilantin	FW
Dilla	FW
Dillard	FW
Dillards	Nb
Dingo	FW
Dinh	FW
Dio	FW
Dior	FW
Dipamkara	FW
Director	Na
Dirty	FW
Disco	FW
Discontent	FW
Discourse	FW
Disease	FW
DisplaySearch	FW
Displayer	FW
Distortion	FW
Disulfiram	FW
Divine	FW
Division	FW
